MIAQB1,0,6,6,2,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIAQB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIARB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,1,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIARB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,71,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIARB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIARB4,0,0,0,0,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIAWR1,0,0,0,0,0,0,3,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIAWR2,0,0,0,0,0,0,2,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIAWR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIAWR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIATE1,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIATE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIADL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIADL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIADL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
MIALB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,BUF,OK
