DENQB1,7,13,10,3,0,267,0,0,0,0,0,0,0,0,0,6,19,1,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENQB2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENRB1,7,0,0,0,0,0,2,46,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENRB2,7,0,0,0,0,0,1,40,0,0,0,0,0,0,0,6,54,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENRB3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENRB4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENWR1,7,0,0,0,0,0,4,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENWR2,7,0,0,0,0,0,3,51,2,5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENWR3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENWR4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENTE1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENTE2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENDL1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENDL2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENDL3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENLB1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENLB2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENLB3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,DEN,JAX,OK
DENLB4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENDB1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,DEN,JAX,OK
DENDB2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENDB3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENDB4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,JAX,OK
DENK,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,DEN,JAX,OK
